i_patient,j_no,U_State_NSCLC,U_State_SCLC,U_NH_acc_factor,U_Next_event1,U_Next_event2
41,9,0.553641777,0.18556892,0.104314537,0.97343472,0.191587616
41,10,0.290401465,0.731919732,0.369905353,0.017733716,0.980028833
42,1,0.571678244,0.661663602,0.41961582,0.628790229,0.34230559
42,2,0.718755375,0.538384087,0.716417123,0.321286794,0.260324453
42,3,0.994770689,0.815397865,0.772093974,0.816575492,0.754011748
42,4,0.957294483,0.230926642,0.367207901,0.584042487,0.118774114
42,5,0.96511245,0.350710079,0.530729101,0.133238414,0.943737572
42,6,0.893455131,0.92296412,0.077186564,0.059480728,0.627463794
42,7,0.908615075,0.928715927,0.141497233,0.59229949,0.676633146
42,8,0.519385701,0.505545883,0.242912014,0.040087083,0.000802441
42,9,0.025793337,0.430388834,0.663832576,0.648967087,0.763818531
42,10,0.56069945,0.354877085,0.257755046,0.253329877,0.708381932
43,1,0.556607646,0.51411636,0.845039654,0.887262242,0.741208746
43,2,0.575774955,0.046261868,0.207875966,0.533061519,0.911566529
43,3,0.050974204,0.784775292,0.450712273,0.751969139,0.756572915
43,4,0.929661948,0.670657144,0.684463362,0.252779377,0.486565818
43,5,0.174312328,0.479956235,0.793239631,0.583673776,0.774660513
43,6,0.970025656,0.571321006,0.776411552,0.608978033,0.530638417
43,7,0.204533465,0.324774768,0.695014382,0.443886928,0.621898974
43,8,0.693326225,0.787470469,0.216113263,0.073832183,0.804057617
43,9,0.858080347,0.717088044,0.726381438,0.87153286,0.584360715
43,10,0.566278921,0.650158196,0.678271123,0.240029688,0.405232576
44,1,0.569624264,0.032107116,0.999608973,0.919156413,0.027682978
44,2,0.117772154,0.557978673,0.526514643,0.647487978,0.41372936
44,3,0.328325341,0.357986957,0.40002218,0.113741743,0.67998987
44,4,0.038514098,0.94668938,0.920938354,0.106662755,0.166974502
44,5,0.908021151,0.173831525,0.836635315,0.54255315,0.410716368
44,6,0.106722338,0.283824009,0.243709549,0.952323044,0.930718249
44,7,0.022150933,0.76806283,0.780029641,0.751505991,0.625638819
44,8,0.772765669,0.810729814,0.591680664,0.059483714,0.678519692
44,9,0.935218383,0.217010555,0.838089501,0.253032506,0.764173615
44,10,0.856111399,0.799223273,0.417486946,0.239482407,0.771361061
45,1,0.688682465,0.091829046,0.14896965,0.934351149,0.100882862
45,2,0.06502814,0.653268131,0.615071624,0.590549436,0.575639881
45,3,0.978531563,0.005424182,0.303388362,0.255279509,0.418285849
45,4,0.346622868,0.346895774,0.741611943,0.679985406,0.916124202
45,5,0.623927683,0.387185164,0.838150863,0.789062845,0.40490001
45,6,0.475919809,0.53216379,0.254542972,0.061360985,0.266023992
45,7,0.196174738,0.925923006,0.798162686,0.431655117,0.902327713
45,8,0.898032745,0.955163583,0.528916113,0.33508975,0.445279903
45,9,0.159904317,0.940876328,0.153031745,0.824104593,0.356608516
45,10,0.490517344,0.822047303,0.805668452,0.174429861,0.305425571
46,1,0.843452659,0.673555588,0.205307028,0.361726722,0.964394934
46,2,0.233257456,0.695200165,0.748704923,0.816650313,0.86390245
46,3,0.709572642,0.339247958,0.908021259,0.667958403,0.354648469
46,4,0.02559903,0.251080643,0.314078872,0.241496946,0.036024739
46,5,0.606159064,0.30503795,0.285432362,0.713921831,0.145431308
46,6,0.258769427,0.519445819,0.737470747,0.593899743,0.835254225
46,7,0.190341246,0.130585673,0.035890946,0.664642772,0.022895998
46,8,0.519898809,0.397922202,0.26971068,0.316306178,0.168756857
46,9,0.874283634,0.337354311,0.357222341,0.159621423,0.353252335
46,10,0.060078883,0.220646715,0.551664705,0.529146239,0.892864364
47,1,0.674536611,0.9391754,0.630958183,0.628096386,0.20147029
47,2,0.637314626,0.93975908,0.142182277,0.301463285,0.622624861
47,3,0.299321678,0.390790245,0.800381378,0.00759696,0.037911247
47,4,0.191230125,0.371870351,0.096737165,0.143166177,0.306662104
47,5,0.437272195,0.16321634,0.931260343,0.906630804,0.158612849
47,6,0.492535293,0.715550074,0.487100705,0.108205702,0.949854053
47,7,0.610809778,0.344670675,0.937700532,0.193313482,0.891779287
47,8,0.801568318,0.540863677,0.612161849,0.401870844,0.878574431
47,9,0.476715714,0.483331705,0.59859254,0.461614767,0.645941015
47,10,0.301075441,0.441934923,0.284868672,0.489797068,0.376425439
48,1,0.260941008,0.070133575,0.319395931,0.193467739,0.21727975
48,2,0.9804662,0.222827578,0.666925495,0.556895193,0.415260827
48,3,0.552777902,0.719473499,0.18148718,0.792309524,0.043015692
48,4,0.508432188,0.695824769,0.14357889,0.802489517,0.429572949
48,5,0.78992659,0.439874126,0.814998301,0.400746218,0.245732204
48,6,0.38749907,0.061453819,0.348884043,0.285173116,0.849843645
48,7,0.806736876,0.440873481,0.500756636,0.83742341,0.925354379
48,8,0.726811827,0.396879832,0.717469383,0.837750392,0.736816916
48,9,0.386045949,0.40033788,0.419280581,0.426031604,0.215058103
48,10,0.292664337,0.917879138,0.939567605,0.772308643,0.216000319
49,1,0.589431824,0.971588355,0.367505987,0.117507397,0.371913893
49,2,0.546933788,0.176118079,0.377022976,0.208800992,0.386737013
49,3,0.41326718,0.994216388,0.436574141,0.116003703,0.507600169
49,4,0.669078711,0.97419499,0.648435425,0.518977161,0.888955225
49,5,0.901073799,0.279840435,0.124470324,0.69012684,0.762293259
49,6,0.131451007,0.998869596,0.438107203,0.643465118,0.506665576
49,7,0.160531686,0.28388992,0.87724484,0.289954384,0.778815257
49,8,0.609695917,0.456856775,0.43594786,0.648135045,0.686300581
49,9,0.889061286,0.626989166,0.028812548,0.867078945,0.047953004
49,10,0.213252128,0.987867012,0.502041141,0.102581478,0.339237045
50,1,0.469224621,0.144973913,0.03875214,0.830724026,0.163528856
50,2,0.39083506,0.147345025,0.734762184,0.695712927,0.731035998
50,3,0.05355983,0.617554083,0.648668508,0.981334535,0.72162397
50,4,0.342623711,0.626799217,0.199929012,0.440987432,0.235933638
50,5,0.647369883,0.978896894,0.546578906,0.619550264,0.720648099
50,6,0.215455191,0.169101305,0.318025287,0.299424214,0.927177259
50,7,0.637122885,0.791677991,0.334160506,0.997439205,0.306564602
50,8,0.795716735,0.685734189,0.594532741,0.24518953,0.156464081
50,9,0.849319667,0.434542373,0.356538773,0.590055363,0.66379871
50,10,0.595087763,0.098126133,0.30465549,0.88276384,0.157657852
51,1,0.609503465,0.288632171,0.772579381,0.890624937,0.462650926
51,2,0.93614587,0.021417072,0.251065562,0.724304585,0.094941025
51,3,0.095754251,0.800358928,0.931998075,0.765524895,0.373890723
51,4,0.467652502,0.93621504,0.57682053,0.457960412,0.271219047
51,5,0.212193547,0.81755916,0.891521914,0.672943763,0.268352487
51,6,0.626902165,0.150280019,0.902670431,0.83230468,0.236527622
51,7,0.089882093,0.864194812,0.309034182,0.756816689,0.562750863
51,8,0.407235392,0.876852742,0.876892765,0.176118759,0.398991507
51,9,0.681462765,0.031592605,0.302248972,0.598584402,0.30767424
51,10,0.591970607,0.070909083,0.384206005,0.284900426,0.611505947
52,1,0.509388758,0.318440275,0.501603936,0.385925402,0.393357045
52,2,0.368000156,0.2242085,0.489046818,0.722898789,0.076430597
52,3,0.68523762,0.409039167,0.90593781,0.514091824,0.297923402
52,4,0.080636615,0.454393843,0.996337516,0.647931163,0.845436211
52,5,0.471522673,0.247160659,0.168164627,0.263396119,0.072366157
52,6,0.506361599,0.784792346,0.913722608,0.148747635,0.968648055
52,7,0.852207946,0.703246975,0.596249135,0.737021399,0.879330749
52,8,0.478860962,0.829650047,0.62267344,0.513896545,0.401355138
52,9,0.863274836,0.453536054,0.648748106,0.776786426,0.806603136
52,10,0.78206752,0.715436318,0.324503488,0.937185024,0.889738883
53,1,0.790785237,0.385133553,0.18464161,0.348255508,0.331125931
53,2,0.949265123,0.423104077,0.463211584,0.931533339,0.464097001
53,3,0.77445097,0.626282096,0.501243976,0.180492828,0.408663414
53,4,0.444867516,0.288914623,0.411240622,0.665057761,0.522269264
53,5,0.305577567,0.120943981,0.507293359,0.438628242,0.374857997
53,6,0.463033294,0.893651796,0.0852204,0.906259882,0.681146349
53,7,0.178958901,0.939488754,0.604797076,0.934936959,0.096248881
53,8,0.763078421,0.7541936,0.491408021,0.085720329,0.255329796
53,9,0.667179781,0.788825896,0.631052836,0.871287478,0.724103212
53,10,0.476534558,0.373419761,0.863093026,0.451123736,0.576311158
54,1,0.484889201,0.348102647,0.006100061,0.900778926,0.432636289
54,2,0.896641644,0.105674169,0.63037664,0.428445311,0.219317934
54,3,0.319991678,0.474448602,0.518426284,0.339354536,0.359088684
54,4,0.630629311,0.962023952,0.303966901,0.816117733,0.530756177
54,5,0.791768141,0.308032711,0.147968146,0.431907543,0.914739535
54,6,0.877101951,0.662991758,0.684817589,0.125711444,0.749305485
54,7,0.944372209,0.730008889,0.23571157,0.657133014,0.212201542
54,8,0.136160753,0.63520853,0.968230544,0.769078964,0.848127065
54,9,0.088172339,0.161938411,0.653459801,0.158491319,0.332266769
54,10,0.658625799,0.912594515,0.566236454,0.240417053,0.036283343
55,1,0.899382984,0.998240843,0.458294841,0.799163783,0.735382688
55,2,0.550273099,0.763376353,0.938084221,0.673744226,0.770527225
55,3,0.3045484,0.546728856,0.353217814,0.110617054,0.874540896
55,4,0.278976109,0.744051656,0.894544447,0.370060865,0.477152099
55,5,0.062862956,0.885048875,0.468299123,0.144623319,0.39025443
55,6,0.432747111,0.299022134,0.277579475,0.852365154,0.763458392
55,7,0.778488,0.277227928,0.507455701,0.545448435,0.64793724
55,8,0.074047195,0.602177252,0.23058805,0.908389799,0.919893551
55,9,0.925901911,0.234472699,0.582579442,0.164381761,0.819061593
55,10,0.111871591,0.757286332,0.248038759,0.460803048,0.132411243
56,1,0.055293542,0.548366323,0.531146318,0.429722241,0.499000796
56,2,0.228256785,0.855812016,0.09553384,0.418646011,0.597355142
56,3,0.053443107,0.307329315,0.04898488,0.852959079,0.287589166
56,4,0.12847605,0.465963086,0.973572256,0.71957363,0.350855022
56,5,0.59884753,0.267398096,0.555522082,0.64952975,0.988168144
56,6,0.858605791,0.222416909,0.688948834,0.54280641,0.497326821
56,7,0.976020186,0.198055899,0.799400092,0.625870424,0.284954783
56,8,0.096003446,0.707989861,0.848091977,0.604221252,0.379490942
56,9,0.77380419,0.906970866,0.856167911,0.43429117,0.184515112
56,10,0.116525212,0.741719557,0.24081488,0.419224815,0.841121037
57,1,0.600438272,0.03659297,0.021577635,0.574953016,0.562603089
57,2,0.870238102,0.773512451,0.618079102,0.981185609,0.312605576
57,3,0.872917534,0.935778724,0.125307377,0.75812845,0.629780709
57,4,0.315717554,0.118697149,0.090820023,0.751124033,0.57325823
57,5,0.933095685,0.522149454,0.796649325,0.311610864,0.693890031
57,6,0.063473006,0.774939442,0.307018868,0.002049218,0.888344405
57,7,0.172883981,0.105632678,0.738532513,0.28769147,0.670962913
57,8,0.212012637,0.605461612,0.516188974,0.674267561,0.409589791
57,9,0.151429703,0.302317657,0.138990961,0.619624847,0.092121304
57,10,0.297180296,0.652642486,0.984577351,0.940482255,0.412574942
58,1,0.831846013,0.988954732,0.796030974,0.199273216,0.451853819
58,2,0.934493242,0.952081019,0.613253742,0.534511595,0.434516236
58,3,0.154451347,0.038846139,0.005471385,0.533268552,0.710547136
58,4,0.263356339,0.869051901,0.86605846,0.77085098,0.620898583
58,5,0.806322594,0.349206719,0.208217668,0.06425574,0.285072509
58,6,0.68762766,0.897509786,0.919146291,0.929213307,0.605400443
58,7,0.588670782,0.67006753,0.717480891,0.740503126,0.039268498
58,8,0.409233875,0.894369253,0.896092033,0.035593207,0.73178795
58,9,0.280263477,0.964057286,0.521762993,0.001164622,0.299608294
58,10,0.080361741,0.742058893,0.243741429,0.641899019,0.784501159
59,1,0.891176359,0.89670344,0.616157474,0.042003559,0.915666593
59,2,0.670992777,0.316885318,0.058296925,0.960456619,0.136623834
59,3,0.405606734,0.212803911,0.636045577,0.752367152,0.608143446
59,4,0.157495839,0.525649689,0.836880208,0.43968218,0.305079331
59,5,0.580965316,0.122804516,0.915084025,0.715374616,0.569636097
59,6,0.007880536,0.985375909,0.09979997,0.029379686,0.187397946
59,7,0.776879436,0.774700896,0.93616087,0.938865462,0.944232998
59,8,0.835686599,0.391146307,0.988913229,0.475067417,0.814251585
59,9,0.744209585,0.192834833,0.036873513,0.090032356,0.65373427
59,10,0.319272501,0.368211428,0.727913102,0.419413811,0.515001549
60,1,0.66400344,0.148757543,0.479368648,0.802411078,0.335308404
60,2,0.428242835,0.465737721,0.780958655,0.6529923,0.391998003
60,3,0.507822714,0.341976646,0.275810607,0.350328834,0.087825125
60,4,0.473873894,0.922295886,0.519722589,0.140720051,0.828164829
60,5,0.463511168,0.46549368,0.98095483,0.09318715,0.084181329
60,6,0.600997147,0.432792616,0.992996485,0.072085068,0.653910366
60,7,0.516369183,0.40607587,0.258169016,0.163107445,0.938251565
60,8,0.918249279,0.246562582,0.561070465,0.356203083,0.328519286
60,9,0.594369649,0.162203047,0.817253536,0.920941826,0.461561968
60,10,0.95871577,0.804266754,0.200480941,0.279093452,0.428565263
61,1,0.402854798,0.014346569,0.663138899,0.372556028,0.334912189
61,2,0.479446247,0.479876911,0.680361643,0.868614744,0.934597987
61,3,0.72625803,0.034243128,0.771412969,0.174303992,0.893168659
61,4,0.073570911,0.304797285,0.345556641,0.055366001,0.430583061
61,5,0.494397854,0.221479316,0.189403044,0.281490371,0.072896711
61,6,0.464465895,0.189320405,0.558515952,0.65396513,0.918465482
61,7,0.656901382,0.193902187,0.80660141,0.136423472,0.437693625
61,8,0.728559961,0.023302406,0.875864267,0.38354753,0.584260828
61,9,0.723652491,0.10041736,0.12731262,0.069883186,0.318966981
61,10,0.541543476,0.43512658,0.462432695,0.173053095,0.535127516
62,1,0.169939275,0.404499153,0.970865208,0.014205863,0.324155968
62,2,0.2014913,0.635372943,0.802862153,0.989877968,0.800211113
62,3,0.627788774,0.081953743,0.340486243,0.511102963,0.263285161
62,4,0.767897167,0.571833156,0.49286764,0.204059372,0.169243931
62,5,0.894847271,0.854375172,0.930765479,0.400628041,0.772310576
62,6,0.015567994,0.795713956,0.277800248,0.201240246,0.343993925
62,7,0.199807002,0.414769981,0.978465314,0.152506478,0.066001292
62,8,0.292477581,0.757002792,0.444677154,0.944179964,0.034968643
62,9,0.064029834,0.319460635,0.667785387,0.057462536,0.287828842
62,10,0.003997115,0.568682542,0.47370608,0.969246849,0.012727244
63,1,0.430325966,0.818001422,0.246772405,0.901998268,0.066357139
63,2,0.077321959,0.208747301,0.456308118,0.25810805,0.619670582
63,3,0.79126628,0.537436041,0.795661334,0.650926758,0.629367075
63,4,0.216051893,0.484091418,0.560699784,0.316283667,0.162361029
63,5,0.146551872,0.832920183,0.952917336,0.276472684,0.869168065
63,6,0.982950328,0.83667428,0.200913973,0.679988628,0.755114212
63,7,0.525838388,0.249528857,0.683871989,0.51437308,0.222163325
63,8,0.039166907,0.744629966,0.95794574,0.992313032,0.276251819
63,9,0.297348869,0.725017568,0.249045718,0.86129256,0.660967902
63,10,0.667499393,0.100502773,0.066247472,0.476132001,0.699443571
64,1,0.648179199,0.97466895,0.432678662,0.692477465,0.40565098
64,2,0.898978455,0.534100272,0.509483663,0.009802495,0.790018386
64,3,0.987766173,0.89384447,0.283669961,0.52062967,0.27924964
64,4,0.041295232,0.453440991,0.994559467,0.670968042,0.07266509
64,5,0.446667884,0.307383236,0.987296418,0.068382593,0.448552962
64,6,0.628774263,0.631757401,0.51772379,0.275543385,0.858298972
64,7,0.964206125,0.324964651,0.016307443,0.545909102,0.883826658
64,8,0.995405361,0.730455491,0.093305437,0.954926157,0.211275822
64,9,0.248865577,0.323634109,0.995384923,0.881443703,0.746191177
64,10,0.605599779,0.227961964,0.164155055,0.993152519,0.299658678
65,1,0.562715963,0.344714233,0.386481412,0.422784497,0.686971686
65,2,0.302718086,0.260818393,0.955150303,0.281091877,0.255677457
65,3,0.568276496,0.817899543,0.642270894,0.274998196,0.576304265
65,4,0.305351909,0.176177966,0.67023305,0.643559977,0.896420794
65,5,0.830863139,0.101776424,0.269839099,0.752585584,0.988716852
65,6,0.484942148,0.828853572,0.407654802,0.415767346,0.351630818
65,7,0.838288709,0.508952726,0.605515416,0.955468199,0.926138868
65,8,0.228084733,0.130879255,0.929072533,0.783251968,0.738378623
65,9,0.424738319,0.293979442,0.325535562,0.770528761,0.126742086
65,10,0.529591344,0.24101767,0.042145472,0.794159969,0.389498136
66,1,0.485238953,0.187189336,0.454437823,0.626214762,0.90785612
66,2,0.950378814,0.646388526,0.804579629,0.91381979,0.32122825
66,3,0.302340633,0.597745858,0.541320743,0.628938667,0.483316945
66,4,0.109965909,0.68900208,0.624481809,0.073591121,0.962770277
66,5,0.203677893,0.226192254,0.635673011,0.682743632,0.619916582
66,6,0.103061555,0.543291655,0.340227308,0.927472436,0.892873656
66,7,0.276373468,0.228229075,0.606780985,0.927586977,0.510445069
66,8,0.491440957,0.437532939,0.51768452,0.24246313,0.699794289
66,9,0.442872367,0.965409719,0.657881995,0.359508899,0.200777838
66,10,0.982070089,0.911832406,0.124731783,0.245896177,0.392236125
67,1,0.290423861,0.053517932,0.651938038,0.710300997,0.345357044
67,2,0.107393211,0.358578882,0.985097815,0.528631384,0.913574987
67,3,0.035084202,0.444472516,0.345070984,0.698496022,0.842192632
67,4,0.401600584,0.785728574,0.191183546,0.54191249,0.716224582
67,5,0.354262971,0.384937131,0.664108597,0.674568902,0.196352791
67,6,0.150351322,0.93454517,0.52700268,0.090195811,0.036118553
67,7,0.906051326,0.946785559,0.839522861,0.488470642,0.490080927
67,8,0.315531103,0.57628482,0.286241813,0.497106144,0.560548919
67,9,0.859962573,0.913983871,0.891645971,0.352490577,0.548010735
67,10,0.614427127,0.226966594,0.003404762,0.611590102,0.93118931
68,1,0.509070186,0.238306251,0.080588827,0.913798618,0.629839329
68,2,0.296452078,0.765792962,0.043397177,0.562875991,0.642816914
68,3,0.037051086,0.949488891,0.878943142,0.327746256,0.123561449
68,4,0.713449451,0.820241722,0.435177039,0.16765992,0.931350778
68,5,0.691908072,0.18901722,0.702295805,0.471582355,0.368153234
68,6,0.521166774,0.035422063,0.032431555,0.550252124,0.025098708
68,7,0.345601379,0.520320568,0.499872091,0.724844139,0.968649017
68,8,0.850764773,0.973702233,0.701609158,0.515708717,0.210159203
68,9,0.764107432,0.173988008,0.906651967,0.286828408,0.88240955
68,10,0.148990203,0.290327434,0.910803291,0.864612513,0.879622226
69,1,0.458719647,0.905235695,0.007984637,0.881875616,0.197580544
69,2,0.111048995,0.952419505,0.710351304,0.694637135,0.698963465
69,3,0.152857142,0.53993278,0.579295606,0.612152666,0.961040561
69,4,0.828637711,0.178519584,0.322207597,0.796250088,0.508304449
69,5,0.94206871,0.199187248,0.53758737,0.169628024,0.144256053
69,6,0.34203025,0.141940028,0.245064494,0.643607125,0.872297403
69,7,0.40200919,0.232693395,0.834408356,0.186716977,0.790036318
69,8,0.930783602,0.524658611,0.753806861,0.901282367,0.389170682
69,9,0.538487423,0.156318837,0.592146794,0.525947062,0.187687261
69,10,0.288497308,0.103069858,0.477081855,0.432876918,0.077399933
70,1,0.258757223,0.009173536,0.636480307,0.750420459,0.597772808
70,2,0.491482779,0.343891326,0.177790086,0.164479245,0.620227924
70,3,0.841710184,0.192619615,0.606292177,0.137041177,0.204945634
70,4,0.499114951,0.508184505,0.233509022,0.492409189,0.92483494
70,5,0.335598257,0.941101898,0.739993467,0.469408033,0.482672509
70,6,0.300836497,0.896163521,0.120285695,0.022856952,0.714995633
70,7,0.471939152,0.098758115,0.667677461,0.331695398,0.281443079
70,8,0.593068729,0.336378402,0.583080603,0.251376887,0.43604928
70,9,0.33346538,0.718949193,0.958972483,0.681969719,0.653448614
70,10,0.752997214,0.982999292,0.000315577,0.633993676,0.827614736
71,1,0.582328498,0.611986626,0.312977421,0.64950209,0.615849017
71,2,0.448759002,0.899359201,0.314543656,0.755260411,0.769809705
71,3,0.38362498,0.962704342,0.956875947,0.459904176,0.568886277
71,4,0.272946635,0.507877563,0.822585054,0.926790005,0.42531684
71,5,0.339990756,0.58808838,0.666303775,0.729858516,0.0829804
71,6,0.238650123,0.396711033,0.583318072,0.995133996,0.523997658
71,7,0.304853591,0.541567013,0.969721108,0.882470612,0.840988211
71,8,0.653613922,0.501827128,0.730233219,0.670875458,0.098100434
71,9,0.929343307,0.155315649,0.165247789,0.557044907,0.485709219
71,10,0.036614025,0.924339361,0.564310767,0.349804222,0.65607137
72,1,0.658650586,0.96746859,0.766017693,0.526188152,0.575703496
72,2,0.235555101,0.820659364,0.515142156,0.205243628,0.561094574
72,3,0.463470293,0.395115517,0.00575903,0.176805627,0.193847246
72,4,0.366724344,0.47026474,0.884245679,0.218843612,0.790229853
72,5,0.589504189,0.202882908,0.574168755,0.624625632,0.212242198
72,6,0.893428115,0.943955255,0.999540721,0.232616894,0.954115286
72,7,0.597237568,0.876889497,0.740682228,0.796874718,0.767746729
72,8,0.568801891,0.318440707,0.030729003,0.32817112,0.567618909
72,9,0.853755354,0.377211014,0.756869375,0.286074625,0.558921615
72,10,0.622411534,0.095310514,0.091394022,0.830711789,0.142318349
73,1,0.305883515,0.412822298,0.84709277,0.18182602,0.130268948
73,2,0.26112829,0.379341156,0.570912926,0.844661333,0.686429705
73,3,0.790821083,0.350509893,0.404873215,0.819939869,0.948179363
73,4,0.878577284,0.661341358,0.845396722,0.679183132,0.031501427
73,5,0.137800194,0.251526097,0.544221296,0.539875728,0.17867875
73,6,0.331874312,0.01920745,0.044060939,0.17549528,0.07461496
73,7,0.900168779,0.099559961,0.702857034,0.676312334,0.103521122
73,8,0.013068692,0.549834818,0.685244796,0.472500825,0.720040448
73,9,0.785985956,0.86545804,0.996354196,0.80915593,0.265454476
73,10,0.825834664,0.862994284,0.067102201,0.159178252,0.690752167
74,1,0.663647914,0.807882755,0.57745243,0.549043471,0.198958711
74,2,0.478160093,0.538519405,0.68323004,0.930639428,0.67876581
74,3,0.535370543,0.977539494,0.640481361,0.511510942,0.559382855
74,4,0.280204695,0.047722196,0.428203275,0.490216477,0.000614855
74,5,0.656384763,0.854207203,0.79605272,0.840598508,0.894146446
74,6,0.737621022,0.417622634,0.18134916,0.793153793,0.204480549
74,7,0.796662182,0.139127841,0.171863916,0.719911852,0.76835333
74,8,0.171409011,0.009241873,0.505636425,0.896499102,0.085833239
74,9,0.995176765,0.093803314,0.527774763,0.564449518,0.228497642
74,10,0.491627616,0.836649559,0.439768531,0.362457968,0.875468788
75,1,0.095859777,0.416453889,0.824300786,0.618646667,0.223554792
75,2,0.068806222,0.161341177,0.458264456,0.521846249,0.490239748
75,3,0.092179474,0.152588848,0.619402964,0.003223754,0.786306703
75,4,0.304225812,0.414576398,0.648341396,0.273448928,0.044646471
75,5,0.148302632,0.135851191,0.666338551,0.463961426,0.477418078
75,6,0.007978978,0.84929528,0.479435384,0.495760407,0.259323844
75,7,0.607743484,0.988379265,0.447770866,0.783746214,0.688893207
75,8,0.961967134,0.649695833,0.788063497,0.84855704,0.562831251
75,9,0.056330431,0.492585249,0.44325983,0.812295104,0.922354195
75,10,0.722774467,0.953530247,0.057004645,0.942709379,0.787567805
76,1,0.597417694,0.058463187,0.329925478,0.043753129,0.836356335
76,2,0.089248637,0.604698313,0.912616146,0.032810033,0.788649254
76,3,0.766836961,0.58739364,0.661505041,0.269498254,0.175379994
76,4,0.214143769,0.834194205,0.264126201,0.904460494,0.135317196
76,5,0.801530443,0.070771746,0.612029086,0.400938811,0.305477711
76,6,0.533585391,0.431833829,0.325119207,0.735666363,0.924831596
76,7,0.833063716,0.979027659,0.206634907,0.828804663,0.71356383
76,8,0.639370698,0.640903266,0.23227618,0.288241023,0.549558131
76,9,0.972136283,0.062283439,0.393931523,0.856192335,0.909385441
76,10,0.682999978,0.373004362,0.644464012,0.135281898,0.723380552
77,1,0.159086798,0.762718819,0.414760624,0.494763773,0.253551014
77,2,0.587020606,0.766843282,0.508019919,0.553778331,0.598162474
77,3,0.638655124,0.730956195,0.786746183,0.615044815,0.934490121
77,4,0.085174402,0.175591881,0.165607651,0.09025522,0.576001067
77,5,0.529879848,0.344525311,0.787449918,0.318993906,0.531452583
77,6,0.151607837,0.278798024,0.944082679,0.986448817,0.2334894
77,7,0.221724049,0.835515767,0.169908179,0.794083876,0.986030898
77,8,0.349665392,0.590743511,0.433821625,0.561641477,0.396885522
77,9,0.821905799,0.96756114,0.506635517,0.311037005,0.202630203
77,10,0.177543605,0.558792869,0.364014098,0.094445793,0.206167095
78,1,0.73348706,0.09127859,0.326577373,0.882743873,0.021124111
78,2,0.676613514,0.571870271,0.288277928,0.55720206,0.283559842
78,3,0.485554129,0.409300298,0.677348821,0.691238368,0.709327571
78,4,0.039228354,0.037858312,0.851597406,0.974695065,0.145458871
78,5,0.272217757,0.432327487,0.085913211,0.735462136,0.634838316
78,6,0.245362304,0.466719038,0.744254891,0.640673388,0.667322629
78,7,0.320676414,0.321122485,0.320024243,0.729980195,0.312093664
78,8,0.578227659,0.922198062,0.432831074,0.924096874,0.094279171
78,9,0.227991404,0.777633961,0.869809806,0.994910487,0.338528653
78,10,0.667973703,0.811588443,0.451520071,0.727080845,0.71051608
79,1,0.260929929,0.589621373,0.489936028,0.009110821,0.191303359
79,2,0.63520229,0.074858743,0.318010172,0.73775742,0.36783347
79,3,0.358986922,0.991481516,0.573330811,0.035296391,0.698177979
79,4,0.138408412,0.845031175,0.811946909,0.406584754,0.977566819
79,5,0.605878684,0.873733943,0.33452588,0.410629412,0.258339764
79,6,0.895875592,0.999342849,0.434047535,0.616097819,0.411760595
79,7,0.168447339,0.764272599,0.294264215,0.693526034,0.746869618
79,8,0.022523851,0.810583809,0.237838945,0.784951205,0.664316245
79,9,0.390091026,0.934426883,0.078254913,0.535198434,0.622773494
79,10,0.527184437,0.295238306,0.235189725,0.314288267,0.052423703
80,1,0.0571205,0.553385982,0.907940914,0.568000436,0.004396187
80,2,0.449652492,0.375308109,0.922022611,0.410969393,0.351024386
80,3,0.58440785,0.89469769,0.775178184,0.92730471,0.000595486
80,4,0.148282391,0.122060206,0.271282842,0.92118798,0.594971402
80,5,0.221755765,0.28305614,0.588883602,0.735661564,0.832095195
80,6,0.32278345,0.838988587,0.573801232,0.317158504,0.099092889
80,7,0.57959964,0.939687947,0.774747539,0.780911654,0.438977825
80,8,0.535337744,0.844841213,0.665399534,0.314593827,0.683767652
80,9,0.124028208,0.158865464,0.167863563,0.737953745,0.286379643
80,10,0.192572455,0.087823449,0.619527835,0.782614646,0.917703941
81,1,0.092445057,0.916359374,0.908157926,0.214392197,0.339442259
81,2,0.352476744,0.586290525,0.499525924,0.887550696,0.774697724
81,3,0.917260233,0.937728035,0.347476382,0.061940028,0.82852625
81,4,0.122499934,0.269577714,0.305494463,0.73115773,0.879056966
81,5,0.344079961,0.429708072,0.099071394,0.627409526,0.603794124
81,6,0.472723224,0.289973585,0.58585467,0.279326761,0.810241826
81,7,0.912708403,0.028608372,0.310749179,0.423749539,0.58985365
81,8,0.540288254,0.16241993,0.169291877,0.122437289,0.757516538
81,9,0.156702447,0.705463043,0.802537207,0.104396021,0.855923793
81,10,0.151828286,0.71155271,0.452464684,0.293314639,0.346216848
82,1,0.784418987,0.738405068,0.784412489,0.203426397,0.117613445
82,2,0.540045447,0.633876311,0.359319304,0.401689728,0.749661687
82,3,0.32343057,0.328519933,0.688219852,0.35156594,0.883808065
82,4,0.999869816,0.278021452,0.040990932,0.390298645,0.87875479
82,5,0.484876371,0.299512753,0.350699732,0.830553425,0.157541739
82,6,0.416459501,0.815516033,0.532977251,0.317425853,0.665709622
82,7,0.093975153,0.723405812,0.002936705,0.492170339,0.596789044
82,8,0.330293513,0.040348685,0.388325824,0.724779953,0.595073326
