i_patient,j_no,U_False_positive,U_Positive,U_Follow_up
25,10,0.74892579,0.028124069,0.676733909
25,11,0.69066134,0.638145593,0.760533587
25,12,0.403924975,0.971132782,0.793858351
25,13,0.848101793,0.850248282,0.580696982
25,14,0.485737752,0.462028172,0.472903885
25,15,0.471158846,0.198115614,0.749411345
25,16,0.96937925,0.911133085,0.679544769
25,17,0.845905395,0.710930229,0.157834264
25,18,0.754076064,0.027237724,0.806369453
25,19,0.098585646,0.658625985,0.353423883
25,20,0.393380571,0.593664799,0.75040051
25,21,0.201752965,0.432590182,0.023874957
25,22,0.783625501,0.494286366,0.714780028
25,23,0.042514894,0.692451691,0.149821774
25,24,0.103922768,0.175463748,0.388778101
25,25,0.918767826,0.072093811,0.012460833
25,26,0.247451165,0.846453415,0.120851087
26,1,0.61630266,0.112153167,0.009945263
26,2,0.482159456,0.047060349,0.723534362
26,3,0.405563917,0.936015053,0.999269628
26,4,0.054679696,0.051752891,0.19178979
26,5,0.608799179,0.50600302,0.92065793
26,6,0.206952224,0.053627691,0.872022908
26,7,0.912171611,0.978886849,0.366240014
26,8,0.430972297,0.689234053,0.859706357
26,9,0.484960332,0.808443514,0.527465463
26,10,0.581993635,0.721006808,0.633609663
26,11,0.702872109,0.263516915,0.235356038
26,12,0.478941891,0.345400557,0.830207115
26,13,0.796728732,0.639303504,0.062324179
26,14,0.411613557,0.115318056,0.834540548
26,15,0.171826911,0.624585007,0.142144149
26,16,0.24923166,0.361966212,0.449156838
26,17,0.915475538,0.118695742,0.411106198
26,18,0.039263934,0.63802367,0.141992828
26,19,0.133996349,0.12689276,0.998429666
26,20,0.685826552,0.891644414,0.327282531
26,21,0.761520616,0.159708244,0.291925697
26,22,0.496730482,0.66846312,0.273872168
26,23,0.354694634,0.628396175,0.701631106
26,24,0.019923198,0.97820317,0.458255995
26,25,0.578401607,0.823633704,0.489392702
26,26,0.153396297,0.808503532,0.89651571
27,1,0.859817042,0.046987453,0.196589174
27,2,0.184729126,0.033660859,0.174664376
27,3,0.598065058,0.378344367,0.229437187
27,4,0.049318714,0.442620229,0.436489949
27,5,0.142799609,0.706531188,0.444244154
27,6,0.431164507,0.119344922,0.500291676
27,7,0.029838222,0.986090825,0.397489426
27,8,0.922565732,0.863102443,0.362795222
27,9,0.283357816,0.244713647,0.781934232
27,10,0.357073973,0.163963271,0.959244144
27,11,0.6300339,0.051103251,0.105275255
27,12,0.704650059,0.962786927,0.938234713
27,13,0.680695347,0.33875961,0.183351979
27,14,0.202185074,0.849276647,0.725449041
27,15,0.821047636,0.134913856,0.73287499
27,16,0.120731125,0.192563628,0.063880896
27,17,0.313396621,0.02607179,0.111856356
27,18,0.795382146,0.131129849,0.847593229
27,19,0.540242408,0.452053961,0.064802288
27,20,0.78922764,0.148844282,0.008746626
27,21,0.936663454,0.867923231,0.017256998
27,22,0.335354496,0.321148266,0.506132193
27,23,0.058440599,0.243476941,0.422658978
27,24,0.125267203,0.626256135,0.549213126
27,25,0.603285705,0.234141984,0.261424657
27,26,0.415171746,0.719215944,0.21254322
28,1,0.051594956,0.644143249,0.703569592
28,2,0.93355401,0.35425388,0.951137019
28,3,0.060072358,0.058351049,0.467902483
28,4,0.413592211,0.959368041,0.108260271
28,5,0.851446272,0.073250224,0.770683421
28,6,0.321960351,0.278384813,0.947145689
28,7,0.074972877,0.649955545,0.553200632
28,8,0.117356477,0.77806569,0.698733416
28,9,0.747248251,0.161250687,0.587825084
28,10,0.824852406,0.367188767,0.501529467
28,11,0.790839759,0.679506062,0.165255948
28,12,0.478085415,0.855632818,0.038749144
28,13,0.985097907,0.344539071,0.725101055
28,14,0.366874189,0.092422633,0.705676319
28,15,0.340801578,0.296226043,0.499711525
28,16,0.099272866,0.347821334,0.536233071
28,17,0.742504763,0.419809353,0.421642872
28,18,0.757234019,0.362378359,0.812391397
28,19,0.320985823,0.12290467,0.281361532
28,20,0.290653385,0.097915061,0.043650687
28,21,0.580205239,0.097486553,0.134151271
28,22,0.051168122,0.497456336,0.212818428
28,23,0.965372666,0.788878458,0.038641178
28,24,0.092574168,0.866119247,0.048952678
28,25,0.640825317,0.853489647,0.296529088
28,26,0.077046821,0.515607862,0.360082736
29,1,0.003087008,0.257816546,0.236380502
29,2,0.15883939,0.698243075,0.514715764
29,3,0.758473854,0.878752212,0.497530144
29,4,0.107509876,0.381902991,0.056088016
29,5,0.828591358,0.802327336,0.654263382
29,6,0.057265451,0.647587848,0.86826735
29,7,0.821452981,0.932078706,0.285144682
29,8,0.968922049,0.140751928,0.575345081
29,9,0.880243852,0.038178303,0.63806571
29,10,0.319114774,0.943679468,0.656013034
29,11,0.978427726,0.009064614,0.772818334
29,12,0.386426044,0.285781868,0.900159755
29,13,0.918954647,0.71147973,0.816755893
29,14,0.283851151,0.512925983,0.049468296
29,15,0.974246328,0.046845639,0.727097462
29,16,0.293225537,0.567924781,0.948870769
29,17,0.695329546,0.097177616,0.178616232
29,18,0.763336146,0.596907043,0.989128778
29,19,0.19582063,0.710224679,0.468376916
29,20,0.658215737,0.013317917,0.388776966
29,21,0.428816852,0.485713623,0.448282155
29,22,0.340485636,0.630387904,0.535613536
29,23,0.159856787,0.210311868,0.528869833
29,24,0.032316867,0.771663075,0.382501936
29,25,0.502715212,0.866592528,0.40229998
29,26,0.833715681,0.874889165,0.329447578
30,1,0.882581485,0.340976381,0.943335558
30,2,0.059004292,0.476621629,0.304741533
30,3,0.262175902,0.214251815,0.287594919
30,4,0.056009852,0.007833751,0.880650616
30,5,0.201701495,0.317632749,0.408054097
30,6,0.150204091,0.499617232,0.321842255
30,7,0.983888395,0.728801889,0.914054105
30,8,0.575290465,0.909527885,0.352789134
30,9,0.21058106,0.591373997,0.085219783
30,10,0.73187349,0.744314842,0.303896965
30,11,0.501546176,0.459499161,0.972049205
30,12,0.628383357,0.44922165,0.597466186
30,13,0.777887546,0.067502912,0.820252742
30,14,0.438219942,0.018949437,0.973777415
30,15,0.316246172,0.060761537,0.230397998
30,16,0.730747073,0.894553904,0.115310699
30,17,0.962738082,0.997364406,0.723357475
30,18,0.227362291,0.639930283,0.154626339
30,19,0.772046864,0.705048555,0.159490618
30,20,0.788900392,0.036858801,0.539997724
30,21,0.186935386,0.936703025,0.424930334
30,22,0.742400985,0.461756566,0.717502463
30,23,0.030510879,0.360814627,0.1777353
30,24,0.162539206,0.297195671,0.875357197
30,25,0.717398691,0.971801584,0.141228477
30,26,0.468396714,0.238582724,0.670647411
31,1,0.073763608,0.625379865,0.558678245
31,2,0.395381474,0.343557958,0.484209486
31,3,0.006684689,0.364928258,0.658545596
31,4,0.272597153,0.378712414,0.545213896
31,5,0.02402784,0.436292555,0.284738188
31,6,0.781307761,0.581876816,0.034849632
31,7,0.368005391,0.26237848,0.656555796
31,8,0.293152119,0.966706855,0.184995641
31,9,0.057887345,0.803963738,0.319702047
31,10,0.339951401,0.245745122,0.419937712
31,11,0.00427174,0.684473468,0.128670917
31,12,0.451791583,0.064812404,0.313446645
31,13,0.280344685,0.934536054,0.672141653
31,14,0.442593683,0.210960899,0.07500468
31,15,0.203452616,0.041297571,0.471322885
31,16,0.549543939,0.423102973,0.423201622
31,17,0.055785939,0.033171901,0.810065926
31,18,0.608941759,0.832314276,0.070805083
31,19,0.442600034,0.653075651,0.147694285
31,20,0.025140999,0.770301116,0.476234208
31,21,0.018909191,0.18639498,0.785282453
31,22,0.702634704,0.982057608,0.973806873
31,23,0.103313232,0.412558246,0.782863993
31,24,0.880190029,0.416405436,0.239310761
31,25,0.653916553,0.126055116,0.140337504
31,26,0.492118513,0.16052052,0.059025769
32,1,0.248224895,0.911190325,0.006198746
32,2,0.735281181,0.877887188,0.397184607
32,3,0.051280694,0.584404657,0.43739146
32,4,0.528038424,0.644761153,0.107004621
32,5,0.063030151,0.891065875,0.328416692
32,6,0.664216332,0.255956301,0.030999483
32,7,0.287091979,0.830149211,0.419121341
32,8,0.144032444,0.555949135,0.810076161
32,9,0.815814596,0.515443509,0.369662042
32,10,0.114135458,0.495279013,0.155817981
32,11,0.777375117,0.104964843,0.207946282
32,12,0.893545384,0.030788824,0.380921878
32,13,0.276818178,0.741413655,0.139165349
32,14,0.365438991,0.805049007,0.076813222
32,15,0.089359496,0.746871603,0.406471555
32,16,0.032267991,0.978473837,0.938711064
32,17,0.008490431,0.172435235,0.948375349
32,18,0.734977251,0.968443268,0.066161784
32,19,0.04264703,0.916250151,0.56654284
32,20,0.084708474,0.836424071,0.042835671
32,21,0.48284082,0.147282567,0.705845668
32,22,0.884756454,0.850109356,0.013416712
32,23,0.846332043,0.35162667,0.009714321
32,24,0.504546001,0.052496817,0.938054816
32,25,0.985006985,0.202382293,0.643981981
32,26,0.259053948,0.511765421,0.820754502
33,1,0.300492887,0.920801546,0.811707835
33,2,0.403211173,0.088351161,0.621352184
33,3,0.954796409,0.98479756,0.121597509
33,4,0.362928751,0.145478205,0.779210899
33,5,0.699314992,0.745171447,0.882551431
33,6,0.391696861,0.04352538,0.196921624
33,7,0.901668125,0.423856139,0.735947885
33,8,0.408463726,0.439161301,0.897039632
33,9,0.174107822,0.767003798,0.782240874
33,10,0.94672657,0.434723566,0.460051439
33,11,0.356418052,0.233323134,0.593089924
33,12,0.090495932,0.621724843,0.298131829
33,13,0.945766731,0.102262896,0.898316184
33,14,0.298415922,0.305804463,0.321175326
33,15,0.294286698,0.348504535,0.75210665
33,16,0.153218302,0.87718961,0.060602611
33,17,0.373074838,0.329102238,0.496938394
33,18,0.419357076,0.243253231,0.820605374
33,19,0.97460462,0.6726847,0.791443555
33,20,0.971123456,0.630360093,0.49594266
33,21,0.030447048,0.513620025,0.830877427
33,22,0.553997787,0.708272518,0.733397107
33,23,0.410962599,0.04176211,0.532565777
33,24,0.505867931,0.151303667,0.920834068
33,25,0.574489128,0.172108053,0.746279684
33,26,0.475328341,0.529538972,0.381093987
34,1,0.559723396,0.53266863,0.482419424
34,2,0.341039288,0.307923998,0.070954884
34,3,0.259580266,0.561320865,0.439713954
34,4,0.231895649,0.674969934,0.295200116
34,5,0.528897548,0.529436703,0.888528244
34,6,0.620586879,0.756113309,0.646782047
34,7,0.155725493,0.833479608,0.961056059
34,8,0.822174275,0.98422316,0.591601979
34,9,0.689752234,0.763816783,0.728826433
34,10,0.809700123,0.562909411,0.564869878
34,11,0.413111176,0.753359587,0.505845703
34,12,0.082963013,0.095720751,0.79007621
34,13,0.288016577,0.016399533,0.581916842
34,14,0.652619143,0.939058351,0.216790573
34,15,0.953832614,0.801911616,0.51571896
34,16,0.74171192,0.37596922,0.574151859
34,17,0.978303504,0.636129306,0.172041046
34,18,0.197642343,0.981023937,0.730557472
34,19,0.876106196,0.914903167,0.929591973
34,20,0.306135116,0.659705195,0.88487836
34,21,0.86144403,0.778520104,0.375871053
34,22,0.542297357,0.977837771,0.870599536
34,23,0.003910154,0.110563753,0.0029261
34,24,0.043599745,0.891815987,0.16131284
34,25,0.35756902,0.828199205,0.75081898
34,26,0.478345142,0.094619241,0.764368555
35,1,0.887427663,0.351050894,0.362458489
35,2,0.340374996,0.599666124,0.923069987
35,3,0.294328176,0.750377029,0.200572031
35,4,0.348149285,0.993027846,0.722771588
35,5,0.845818904,0.506430277,0.9446052
35,6,0.929559123,0.098141011,0.793741662
35,7,0.230026047,0.603232797,0.011339417
35,8,0.364382767,0.150793821,0.340176163
35,9,0.746257009,0.937110535,0.566945525
35,10,0.321240867,0.043744705,0.419327287
35,11,0.38788895,0.693035657,0.057455648
35,12,0.769163609,0.307789672,0.624206181
35,13,0.380902617,0.342670206,0.373524103
35,14,0.379319842,0.57167738,0.2288103
35,15,0.405718296,0.117306086,0.280283908
35,16,0.088288592,0.210032227,0.498688105
35,17,0.515085293,0.391607548,0.235748413
35,18,0.426887752,0.990848769,0.454794239
35,19,0.447863415,0.105114538,0.272053575
35,20,0.245601925,0.97469532,0.977165834
35,21,0.528035201,0.364568192,0.884067406
35,22,0.87748025,0.455139226,0.093176917
35,23,0.407863879,0.531492264,0.919969781
35,24,0.633149467,0.191110367,0.526513452
35,25,0.643451617,0.614833781,0.941811561
35,26,0.210652718,0.618466313,0.660230323
36,1,0.239216245,0.567492565,0.662553941
36,2,0.839320503,0.913173075,0.085726177
36,3,0.983157408,0.271421088,0.765402325
36,4,0.087796157,0.164030137,0.863215412
36,5,0.55942273,0.003354345,0.872732836
36,6,0.107020423,0.672972201,0.604592378
36,7,0.700001441,0.035422865,0.361984037
36,8,0.990593932,0.703388774,0.0962112
36,9,0.557589201,0.433163137,0.631779691
36,10,0.167595959,0.028816186,0.892885108
36,11,0.302714479,0.371352355,0.326796074
36,12,0.269997033,0.156369545,0.370984084
36,13,0.465482485,0.616208741,0.302020937
36,14,0.422746661,0.636420591,0.045197587
36,15,0.266332885,0.657242739,0.65420574
36,16,0.446025111,0.983349484,0.308632677
36,17,0.07615782,0.834093633,0.505677177
36,18,0.612865982,0.785394971,0.66494122
36,19,0.965996315,0.369761979,0.580429277
36,20,0.794277763,0.268965367,0.532030715
36,21,0.296467802,0.136650535,0.377534312
36,22,0.20669886,0.204066874,0.47918184
36,23,0.775425102,0.859788565,0.097348466
36,24,0.87486733,0.601986236,0.397064045
36,25,0.183133847,0.124284341,0.336756245
36,26,0.315449453,0.385735165,0.308392526
37,1,0.249015629,0.735318635,0.607432959
37,2,0.011956158,0.967729762,0.53006124
37,3,0.700152391,0.09441711,0.438363587
37,4,0.046015071,0.291958503,0.770925131
37,5,0.594378941,0.774061068,0.412083495
37,6,0.776044691,0.780349222,0.548815215
37,7,0.716414616,0.597770215,0.718797892
37,8,0.062086517,0.095100311,0.069473644
37,9,0.251236971,0.408466291,0.561913796
37,10,0.346686942,0.760799386,0.708606758
37,11,0.336284247,0.721925621,0.04525014
37,12,0.771909909,0.132874764,0.905994383
37,13,0.41325845,0.249472247,0.18842377
37,14,0.376917772,0.801733145,0.892778216
37,15,0.351607596,0.12253906,0.516994831
37,16,0.333049427,0.46354901,0.0704716
37,17,0.483017292,0.646948191,0.930789256
37,18,0.524773599,0.411405994,0.479619404
37,19,0.055219583,0.118498319,0.277141694
37,20,0.182045412,0.135305483,0.581963702
37,21,0.363199189,0.147054356,0.841507617
37,22,0.170065498,0.670862979,0.58636832
37,23,0.981408099,0.135257176,0.482235077
37,24,0.830192303,0.528946176,0.572811295
37,25,0.587277071,0.39731746,0.057107935
37,26,0.704428369,0.724221739,0.375995995
38,1,0.857543598,0.357465233,0.306327096
38,2,0.339592901,0.232547153,0.666229392
38,3,0.774933528,0.170673601,0.472968728
38,4,0.052667208,0.498326202,0.847566971
38,5,0.699780204,0.213975303,0.984227169
38,6,0.433766531,0.442820302,0.151547197
38,7,0.881545825,0.271278375,0.031486467
38,8,0.27893219,0.267647598,0.405765268
38,9,0.302907642,0.324747234,0.163881424
38,10,0.428412575,0.320724785,0.75649371
38,11,0.292211204,0.142790844,0.291088845
38,12,0.182787505,0.367832363,0.224780085
38,13,0.446493038,0.19511324,0.220782503
38,14,0.458019738,0.28994804,0.143202309
38,15,0.953506828,0.795904291,0.402583834
38,16,0.364383427,0.256698354,0.630923266
38,17,0.959810726,0.238245809,0.816862273
38,18,0.729643577,0.734241281,0.456679471
38,19,0.358918022,0.398511187,0.979106537
38,20,0.37750142,0.118026279,0.189098232
38,21,0.874658017,0.915288528,0.570024648
38,22,0.92529473,0.723610912,0.284576155
38,23,0.491726568,0.331492082,0.471827739
38,24,0.964457358,0.563840987,0.500840619
38,25,0.176808279,0.501910022,0.819884453
38,26,0.839628625,0.143528351,0.318270463
39,1,0.198342006,0.881771501,0.02122934
39,2,0.681957759,0.546984063,0.227408745
39,3,0.918009015,0.523429352,0.775576998
39,4,0.852394531,0.602210094,0.706608168
39,5,0.485653153,0.454283893,0.211592837
39,6,0.071857021,0.600546623,0.449429442
39,7,0.259873391,0.450319408,0.061136257
39,8,0.122200908,0.913384475,0.757832952
39,9,0.683138658,0.970404647,0.428244014
39,10,0.96099481,0.852107856,0.009214773
39,11,0.485531879,0.203940931,0.381756202
39,12,0.013788986,0.69595732,0.255804552
39,13,0.133809364,0.035789442,0.49974307
39,14,0.105612283,0.29641786,0.058134362
39,15,0.427380451,0.589182763,0.314158503
39,16,0.637170067,0.614900929,0.687793382
39,17,0.26869417,0.020493752,0.326646998
39,18,0.20478054,0.935711901,0.105787776
39,19,0.72269885,0.188361031,0.66297273
39,20,0.450603783,0.908637824,0.403211477
39,21,0.598742804,0.970979734,0.570547732
39,22,0.286969064,0.936913847,0.763791297
39,23,0.311730979,0.750705486,0.345502408
39,24,0.760302203,0.528950306,0.635244142
39,25,0.046051754,0.26904545,0.102290776
39,26,0.423470777,0.939787366,0.153685903
40,1,0.498592556,0.194123143,0.373248484
40,2,0.195762744,0.88395656,0.649372376
40,3,0.14427766,0.093950972,0.496339761
40,4,0.916959421,0.159658612,0.341330611
40,5,0.442819558,0.582278326,0.471028771
40,6,0.977865003,0.155043654,0.312197055
40,7,0.572390341,0.951138827,0.221002957
40,8,0.730220081,0.351329752,0.305848321
40,9,0.517637386,0.380357215,0.193268792
40,10,0.370630967,0.642874695,0.570180044
40,11,0.771167318,0.028942097,0.642439415
40,12,0.365275206,0.88322287,0.855442205
40,13,0.147557376,0.855633285,0.066766962
40,14,0.137187854,0.506013112,0.873217916
40,15,0.801056367,0.203898396,0.008147751
40,16,0.897142791,0.207872682,0.797863834
40,17,0.082332821,0.792369605,0.838520082
40,18,0.744753879,0.810404293,0.070195739
40,19,0.371966901,0.865265977,0.983422376
40,20,0.792192321,0.505289867,0.819336441
40,21,0.858474621,0.230697524,0.409913989
40,22,0.786744898,0.27196822,0.923725536
40,23,0.724821646,0.43707683,0.696150251
40,24,0.802467183,0.939979661,0.746085486
40,25,0.431580357,0.078847458,0.29597944
40,26,0.7863643,0.757682752,0.986313366
41,1,0.2783895,0.193561075,0.699024098
41,2,0.029087442,0.016457814,0.818814311
41,3,0.440615457,0.309283044,0.035511191
41,4,0.803778453,0.997500194,0.056436395
41,5,0.854746114,0.843417755,0.340675446
41,6,0.436621995,0.914614739,0.769566675
41,7,0.232068521,0.458392857,0.60382523
41,8,0.224612485,0.521175175,0.453010288
41,9,0.590874689,0.388478446,0.194400834
41,10,0.872206233,0.310330044,0.370069438
41,11,0.720186401,0.715948547,0.618531563
41,12,0.141909238,0.796501143,0.291925872
41,13,0.754081636,0.335219568,0.083649706
41,14,0.894092372,0.208626015,0.825877299
41,15,0.889415216,0.84278792,0.049605871
41,16,0.923478558,0.814509435,0.909001796
41,17,0.102776444,0.94365377,0.838500476
41,18,0.931312284,0.441136552,0.128867904
41,19,0.358595936,0.550671531,0.575773408
41,20,0.220522777,0.875323225,0.875773439
41,21,0.271610656,0.76008821,0.589744721
41,22,0.899592073,0.398209942,0.798439213
41,23,0.79827566,0.519323383,0.628047522
41,24,0.115957812,0.536473553,0.751615411
41,25,0.239808431,0.863905449,0.924871478
41,26,0.920008662,0.984561385,0.13889425
42,1,0.362487964,0.7586635,0.582409129
42,2,0.076301535,0.588678215,0.134317064
42,3,0.374654284,0.052980184,0.323745811
42,4,0.644156544,0.521434139,0.137595602
42,5,0.043122884,0.502499056,0.834323225
42,6,0.039330263,0.712712764,0.638323296
42,7,0.873564416,0.152597122,0.899938336
42,8,0.404950344,0.882313435,0.723911808
42,9,0.510767756,0.706100272,0.147699822
42,10,0.710125226,0.622744186,0.930690398
42,11,0.480407522,0.461806964,0.125123492
42,12,0.971093409,0.580123208,0.399873041
42,13,0.431755437,0.893881152,0.836652712
42,14,0.41898397,0.028696394,0.804082987
42,15,0.948020226,0.044801032,0.032317464
42,16,0.207631655,0.100962455,0.685489451
42,17,0.459938969,0.521328914,0.885308086
42,18,0.496079096,0.390695113,0.285553216
42,19,0.376208828,0.338753897,0.224057577
42,20,0.00768889,0.599394425,0.907599346
42,21,0.961355824,0.524186159,0.362597536
42,22,0.688240029,0.193798402,0.524096288
42,23,0.505595711,0.461858558,0.46570987
42,24,0.420155434,0.745729995,0.060757623
42,25,0.056392315,0.299262414,0.350772337
42,26,0.204589087,0.589823694,0.264946645
43,1,0.416522375,0.986838506,0.847148822
43,2,0.656394161,0.772875217,0.808918244
43,3,0.128465089,0.220909915,0.496728963
43,4,0.754995057,0.674846965,0.936422905
43,5,0.603696642,0.382886393,0.104721408
43,6,0.295471727,0.685636838,0.293879459
43,7,0.626485451,0.564616525,0.310286661
43,8,0.424209344,0.377331309,0.636873697
43,9,0.492424552,0.369591719,0.53800185
43,10,0.206572697,0.405512579,0.931904926
43,11,0.359837402,0.114476373,0.859871685
43,12,0.687600975,0.680685152,0.543366372
43,13,0.118437359,0.884349284,0.419814508
43,14,0.35967429,0.211704632,0.747819511
43,15,0.277287649,0.432815501,0.004621795
43,16,0.316302852,0.985532017,0.849169139
43,17,0.26593551,0.721630913,0.941878374
43,18,0.29971254,0.352196853,0.824459552
43,19,0.594798732,0.355675488,0.820922339
43,20,0.491448706,0.227570568,0.469199688
43,21,0.304416958,0.632989225,0.142427622
43,22,0.227425958,0.071815464,0.059820333
43,23,0.395457863,0.487290578,0.346277186
43,24,0.256417602,0.290015901,0.735592905
43,25,0.612870234,0.215294301,0.493581642
43,26,0.309316977,0.204845481,0.201251046
44,1,0.404472594,0.664156879,0.113408555
44,2,0.820480792,0.603523219,0.206718796
44,3,0.576451733,0.530504091,0.729577807
44,4,0.829329111,0.366896029,0.764056164
44,5,0.499904809,0.869741464,0.658385097
44,6,0.144454245,0.138806564,0.102092261
44,7,0.601312335,0.512935154,0.764158391
44,8,0.17428974,0.965917861,0.065592771
44,9,0.797200965,0.580019047,0.448530669
44,10,0.442925493,0.660158759,0.523586725
44,11,0.354915146,0.014976936,0.921295049
44,12,0.983482069,0.373387279,0.736120915
44,13,0.836599272,0.25902638,0.215130218
44,14,0.069150487,0.801186832,0.7766067
44,15,0.43461014,0.463141401,0.912251707
44,16,0.51102563,0.044539387,0.119749657
44,17,0.773939931,0.044219486,0.430772448
44,18,0.194439721,0.84662185,0.083093541
44,19,0.827817834,0.083595149,0.092499051
44,20,0.064439583,0.802703591,0.666152245
44,21,0.395159881,0.442410681,0.82171407
44,22,0.483860441,0.471633584,0.352531408
44,23,0.349533016,0.271067909,0.191437836
44,24,0.251928938,0.430448009,0.597525167
44,25,0.730146246,0.484215896,0.218784362
44,26,0.386936454,0.883618097,0.323253652
45,1,0.397321556,0.307171577,0.668604871
45,2,0.445758531,0.563149316,0.910234493
45,3,0.374185094,0.505304168,0.711754127
45,4,0.603944121,0.222899066,0.945335923
45,5,0.943101055,0.991102715,0.931413329
45,6,0.450836084,0.5549946,0.005306657
45,7,0.866860952,0.942432801,0.653061382
45,8,0.876335512,0.564354242,0.931031624
45,9,0.684170254,0.666176907,0.889695398
45,10,0.646865578,0.729343715,0.030511544
45,11,0.299000677,0.178759294,0.776856386
45,12,0.506047196,0.666300012,0.164808686
45,13,0.38996867,0.276979789,0.643455762
45,14,0.412407298,0.219497623,0.786182748
45,15,0.987402852,0.774962325,0.735762858
45,16,0.334543116,0.293442855,0.004322699
45,17,0.316782303,0.470592376,0.521686434
45,18,0.695515601,0.481435678,0.919076758
45,19,0.770337825,0.173158337,0.56946611
45,20,0.438729256,0.600621324,0.910682386
45,21,0.540446674,0.743782053,0.006788202
45,22,0.745656175,0.128442034,0.543077746
45,23,0.769142706,0.126514375,0.062519058
45,24,0.557983374,0.792376104,0.436150627
45,25,0.733278056,0.583806033,0.902378577
45,26,0.860590578,0.486696745,0.452933639
46,1,0.739886168,0.199455579,0.784555849
46,2,0.382525106,0.69109776,0.654325505
46,3,0.220852979,0.28107027,0.000203448
46,4,0.179896346,0.063031974,0.709677438
46,5,0.07134736,0.591494552,0.787142454
46,6,0.627104338,0.425090707,0.514390614
46,7,0.25874553,0.965968963,0.599597225
46,8,0.118045154,0.240141762,0.000323547
46,9,0.582496623,0.795323703,0.974401302
46,10,0.378056306,0.013753448,0.654988673
46,11,0.82165351,0.007539851,0.942595674
46,12,0.60143137,0.976620035,0.930651046
46,13,0.175277313,0.11917595,0.278277503
46,14,0.523747054,0.402528096,0.362141748
46,15,0.482140871,0.937219944,0.517438523
46,16,0.99865961,0.155974892,0.12110424
46,17,0.587648218,0.768183106,0.689394157
46,18,0.408631389,0.486762808,0.287936928
46,19,0.079894321,0.066792257,0.087098671
46,20,0.814205537,0.751688014,0.843578045
46,21,0.305617389,0.453617725,0.406756828
46,22,0.085191352,0.430233322,0.999547963
46,23,0.45468414,0.216702422,0.362369262
46,24,0.973583054,0.712009958,0.007323203
46,25,0.80381521,0.030982267,0.647535549
46,26,0.734438874,0.183358326,0.731324596
47,1,0.085891412,0.043820229,0.763690603
47,2,0.384618381,0.809652974,0.940521962
47,3,0.244160952,0.23059368,0.691237616
47,4,0.226727903,0.635769539,0.204802005
47,5,0.953331432,0.89168403,0.80991868
47,6,0.478658325,0.5470782,0.783826531
47,7,0.187457178,0.544527983,0.621604589
47,8,0.296945684,0.536452516,0.712564824
47,9,0.239352587,0.033193539,0.202142421
47,10,0.481314236,0.80816788,0.560966728
47,11,0.315497608,0.177137327,0.316153967
47,12,0.044450872,0.070800424,0.428961034
47,13,0.372998436,0.68251139,0.819164434
47,14,0.220988084,0.545284101,0.513560285
47,15,0.436219992,0.829998606,0.361458783
47,16,0.834656612,0.691645661,0.210031871
47,17,0.705960691,0.347012888,0.819641888
47,18,0.215671502,0.220025557,0.112118495
47,19,0.651349598,0.808282766,0.046745152
47,20,0.215858711,0.723550972,0.184575027
47,21,0.964166275,0.21224653,0.653588824
47,22,0.05188053,0.044216869,0.040823234
47,23,0.796581095,0.658347388,0.353917544
47,24,0.789273941,0.296851808,0.514153976
47,25,0.734425744,0.992955179,0.201897551
47,26,0.812691185,0.717837424,0.366335475
48,1,0.352711105,0.114734827,0.865117155
48,2,0.309695135,0.703369392,0.248542534
48,3,0.080470246,0.944533613,0.936642162
48,4,0.481841879,0.95078748,0.059261258
48,5,0.353415357,0.986326895,0.148303552
48,6,0.763053868,0.188508595,0.042717377
48,7,0.359748735,0.01192678,0.007878017
48,8,0.655891733,0.907214419,0.415576348
48,9,0.968157509,0.112415239,0.036631256
48,10,0.832252484,0.702932579,0.722248175
48,11,0.891717943,0.857666008,0.062089331
48,12,0.313863734,0.53295068,0.787592488
48,13,0.485026325,0.445550486,0.282631611
48,14,0.510635677,0.730995309,0.293645819
48,15,0.019485359,0.649891857,0.322847789
48,16,0.92643987,0.246847956,0.569951517
48,17,0.386865947,0.513797942,0.901831703
48,18,0.50569236,0.294750762,0.655606164
48,19,0.366971954,0.933386196,0.682325208
48,20,0.57739114,0.011913553,0.570993988
48,21,0.813075717,0.858917659,0.717773564
48,22,0.706485943,0.584633583,0.203681578
48,23,0.275016644,0.362960903,0.822675216
48,24,0.585747024,0.869218954,0.798563184
48,25,0.755304789,0.143590034,0.080150628
48,26,0.181054379,0.855117006,0.765550891
49,1,0.578719635,0.683829275,0.585009746
49,2,0.436251347,0.488819203,0.293244017
49,3,0.154141972,0.898960711,0.941494644
49,4,0.482164746,0.118650279,0.738402938
49,5,0.16396425,0.829014715,0.598140199
49,6,0.714871181,0.22838866,0.175098777
49,7,0.767082559,0.712447366,0.552123363
49,8,0.997939283,0.068969035,0.494791189
49,9,0.011049605,0.811239862,0.223184563
49,10,0.843326709,0.090764459,0.557854275
49,11,0.491036049,0.527273125,0.933622226
49,12,0.14676909,0.975561577,0.038247902
49,13,0.294590746,0.28847247,0.242739984
49,14,0.279777392,0.70230421,0.717743019
49,15,0.67947684,0.695641,0.842330882
49,16,0.016445228,0.761564618,0.922312567
49,17,0.020196405,0.048824901,0.296598532
49,18,0.094477388,0.550193879,0.86836974
49,19,0.255114959,0.886002171,0.786781956
49,20,0.373642566,0.394933876,0.631383565
